iteration,loss,max_conf,mean_conf,grad_norm,texture_mean,texture_std,spawn_idx,weather_name,timestamp
1000,0.4651654462019602,0.7225172519683838,0.32993537187576294,0.35753515362739563,0.478176087141037,0.3913364112377167,100,golden_hour,2026-02-28T22:44:53.456510
1010,0.22900895526011783,0.5496487617492676,0.19114960730075836,0.11506985872983932,0.4779314696788788,0.39226600527763367,101,partly_cloudy,2026-02-28T22:45:08.142090
1020,0.2597329219182333,0.5803211331367493,0.21128563582897186,0.17774952948093414,0.47841572761535645,0.39178064465522766,102,clear_afternoon,2026-02-28T22:45:22.847147
1030,0.1888782133658727,0.4261522591114044,0.1628190129995346,0.12373009324073792,0.47905927896499634,0.39207082986831665,103,partly_cloudy,2026-02-28T22:45:37.499161
1040,0.28312159081300103,0.640544056892395,0.21948708593845367,0.2196652591228485,0.479484885931015,0.3926814794540405,104,hazy,2026-02-28T22:45:52.182117
1050,0.21102748811244965,0.4561426639556885,0.18208615481853485,0.15784721076488495,0.4798926115036011,0.3917469382286072,105,partly_cloudy,2026-02-28T22:46:06.837413
1060,0.3471666971842448,0.6962801814079285,0.24503184854984283,0.2945910394191742,0.4803120791912079,0.3910294771194458,106,clear_noon,2026-02-28T22:46:21.510892
1070,0.2599314898252487,0.4392731487751007,0.2217295914888382,0.14747591316699982,0.4791681468486786,0.391306072473526,107,partly_cloudy,2026-02-28T22:46:36.208179
1080,0.4573736985524495,0.7519828081130981,0.3152551054954529,0.2043919414281845,0.4788902699947357,0.39083313941955566,108,overcast,2026-02-28T22:46:50.863102
1090,0.21783616642157239,0.3646154999732971,0.1890401393175125,0.1718583106994629,0.4789329469203949,0.38998469710350037,109,hazy,2026-02-28T22:47:05.555236
1100,0.2199563160538673,0.4657094478607178,0.186271071434021,0.1222994402050972,0.4790171980857849,0.3887242376804352,110,golden_hour,2026-02-28T22:47:20.221907
1110,0.3906487822532654,0.7912427186965942,0.288040429353714,0.23085996508598328,0.479418009519577,0.38757526874542236,111,partly_cloudy,2026-02-28T22:47:34.929555
1120,0.3391209642092387,0.46040093898773193,0.27840620279312134,0.16830754280090332,0.4783877730369568,0.3873123228549957,112,clear_noon,2026-02-28T22:47:49.578039
1130,0.370431512594223,0.5231789946556091,0.2936580181121826,0.18120108544826508,0.47884321212768555,0.3880285322666168,113,clear_noon,2026-02-28T22:48:04.257985
1140,0.23472023010253903,0.41160961985588074,0.20245228707790375,0.2583165466785431,0.48000049591064453,0.3888997733592987,114,hazy,2026-02-28T22:48:18.903134
1150,0.21437506874402362,0.450879842042923,0.18197889626026154,0.1522432118654251,0.4818046987056732,0.38928160071372986,115,hazy,2026-02-28T22:48:33.591404
1160,0.3568702836831411,0.6020210981369019,0.2773050367832184,0.2420995682477951,0.4836457669734955,0.38893723487854004,116,clear_afternoon,2026-02-28T22:48:48.250796
1170,0.3852390150229137,0.6045294404029846,0.30135107040405273,0.22851084172725677,0.4856417179107666,0.39096787571907043,117,golden_hour,2026-02-28T22:49:02.926547
1180,0.45966383814811707,0.709265410900116,0.3223775029182434,0.2786998450756073,0.48838990926742554,0.3912033140659332,118,overcast,2026-02-28T22:49:17.563634
1190,0.3837982813517252,0.48212262988090515,0.3075388967990875,0.17476990818977356,0.4888557195663452,0.39074552059173584,119,golden_hour,2026-02-28T22:49:32.264973
1200,0.2834080010652542,0.5784289836883545,0.22988063097000122,0.1742238849401474,0.4890199899673462,0.3919535279273987,120,clear_afternoon,2026-02-28T22:49:46.919975
1210,0.41468679904937744,0.6759607195854187,0.3162078857421875,0.39979854226112366,0.4897279441356659,0.39248326420783997,121,partly_cloudy,2026-02-28T22:50:01.599394
1220,0.30399609605471295,0.5708503127098083,0.24710820615291595,0.2895820736885071,0.4891374111175537,0.3914904296398163,122,golden_hour,2026-02-28T22:50:16.283038
1230,0.3083120584487915,0.3711194396018982,0.26184192299842834,0.2803150415420532,0.4895731210708618,0.3908533453941345,123,golden_hour,2026-02-28T22:50:30.968366
1240,0.1762174467245738,0.3085918128490448,0.15833471715450287,0.12381017208099365,0.49155521392822266,0.39188769459724426,124,golden_hour,2026-02-28T22:50:45.639291
1250,0.22100913524627686,0.4515627920627594,0.18983708322048187,0.1273893117904663,0.4926517903804779,0.3926822543144226,125,clear_afternoon,2026-02-28T22:51:00.343123
1260,0.3477913985649745,0.588259220123291,0.2654249966144562,0.2574669122695923,0.49234113097190857,0.3925096094608307,126,clear_afternoon,2026-02-28T22:51:14.985048
1270,0.3804849485556284,0.582193911075592,0.30257925391197205,0.24082770943641663,0.491597980260849,0.38903987407684326,127,clear_afternoon,2026-02-28T22:51:29.650206
1280,0.3446632921695709,0.4938344657421112,0.2829075753688812,0.201629176735878,0.4916899800300598,0.38835009932518005,128,overcast,2026-02-28T22:51:44.366637
1290,0.34013880292574566,0.5726408362388611,0.263977974653244,0.23758505284786224,0.49068498611450195,0.388691246509552,129,clear_noon,2026-02-28T22:51:59.017583
1300,0.25678330163160956,0.4396263360977173,0.2203439325094223,0.1781599521636963,0.49108046293258667,0.38973668217658997,130,golden_hour,2026-02-28T22:52:13.704561
1310,0.1516035497188568,0.24622927606105804,0.13866601884365082,0.08927879482507706,0.49237269163131714,0.39109501242637634,131,hazy,2026-02-28T22:52:28.445184
1320,0.43286259969075525,0.6887075901031494,0.32404693961143494,0.26570573449134827,0.4919784963130951,0.3919668197631836,132,clear_noon,2026-02-28T22:52:43.149266
1330,0.23651708165804547,0.4563712775707245,0.19981609284877777,0.1337418109178543,0.49072083830833435,0.392539381980896,133,partly_cloudy,2026-02-28T22:52:57.827106
1340,0.18487033247947693,0.3665020167827606,0.16245265305042267,0.13803835213184357,0.48957324028015137,0.39175575971603394,134,overcast,2026-02-28T22:53:12.510555
1350,0.2948457598686218,0.5615871548652649,0.24191789329051971,0.23919251561164856,0.48839056491851807,0.39184731245040894,135,partly_cloudy,2026-02-28T22:53:27.281395
1360,0.22339632113774616,0.39167657494544983,0.1927989274263382,0.2024076133966446,0.4878859221935272,0.3918111026287079,136,golden_hour,2026-02-28T22:53:41.968862
1370,0.36386096477508545,0.6508626341819763,0.2837013602256775,0.2170741707086563,0.4882882535457611,0.3912954032421112,137,clear_afternoon,2026-02-28T22:53:56.642665
1380,0.2049903670946757,0.38315510749816895,0.17910712957382202,0.09606508165597916,0.48843878507614136,0.3901219666004181,138,overcast,2026-02-28T22:54:11.335432
1390,0.3637438813845317,0.6505532264709473,0.2801415026187897,0.19676141440868378,0.4878961443901062,0.38981491327285767,139,overcast,2026-02-28T22:54:26.022854
1400,0.2897995213667552,0.5230245590209961,0.23824983835220337,0.17728139460086823,0.4878838062286377,0.3889225423336029,140,golden_hour,2026-02-28T22:54:40.678636
1410,0.16148541122674942,0.45600274205207825,0.14108993113040924,0.12316003441810608,0.4894830584526062,0.389492928981781,141,hazy,2026-02-28T22:54:55.351295
1420,0.2748655080795288,0.444723516702652,0.2317318469285965,0.19435064494609833,0.4905344843864441,0.3888300359249115,142,clear_noon,2026-02-28T22:55:10.018749
1430,0.23415000240008038,0.3538699746131897,0.20547664165496826,0.11871347576379776,0.49012333154678345,0.38786983489990234,143,overcast,2026-02-28T22:55:24.695017
1440,0.18731034298737845,0.519100546836853,0.15899376571178436,0.20351387560367584,0.4907762408256531,0.3878819942474365,144,hazy,2026-02-28T22:55:39.334324
1450,0.15073483188947043,0.2833287715911865,0.1350546032190323,0.09331294149160385,0.49198099970817566,0.38611897826194763,145,hazy,2026-02-28T22:55:54.022660
1460,0.3127968509991964,0.5428695678710938,0.25137773156166077,0.26745128631591797,0.4921342730522156,0.38440221548080444,146,clear_afternoon,2026-02-28T22:56:08.650012
1470,0.27892422676086426,0.5383504629135132,0.2269347459077835,0.27822017669677734,0.49274346232414246,0.3849140405654907,147,hazy,2026-02-28T22:56:23.333674
1480,0.31121398011843365,0.7916769981384277,0.21678419411182404,0.293023020029068,0.49350136518478394,0.3858308792114258,148,golden_hour,2026-02-28T22:56:37.986437
1490,0.2518980701764425,0.3645128309726715,0.21639446914196014,0.16091427206993103,0.49243444204330444,0.385963499546051,149,partly_cloudy,2026-02-28T22:56:52.665392
1500,0.22975508371988929,0.4104226231575012,0.1990104466676712,0.14622551202774048,0.4912979006767273,0.38736316561698914,150,clear_afternoon,2026-02-28T22:57:07.313346
1510,0.4285136659940084,0.5430623292922974,0.33011138439178467,0.262302041053772,0.48957449197769165,0.38924670219421387,151,overcast,2026-02-28T22:57:22.015762
1520,0.35271307329336804,0.6570571064949036,0.2689796984195709,0.27570632100105286,0.4872998595237732,0.3898065388202667,152,golden_hour,2026-02-28T22:57:36.674245
1530,0.19100597004095715,0.3917522430419922,0.16605687141418457,0.08978939801454544,0.4861631989479065,0.3882562220096588,153,golden_hour,2026-02-28T22:57:51.382220
1540,0.5368041296799978,0.8508246541023254,0.34785810112953186,0.31436458230018616,0.4857107102870941,0.38751909136772156,154,clear_noon,2026-02-28T22:58:06.061156
1550,0.3945346723000208,0.7331728935241699,0.28603246808052063,0.16789314150810242,0.48555517196655273,0.3849889039993286,155,golden_hour,2026-02-28T22:58:20.740332
1560,0.2296833495299021,0.4589952528476715,0.19765521585941315,0.143929585814476,0.48650282621383667,0.3834693729877472,156,overcast,2026-02-28T22:58:35.419015
1570,0.1573413113753001,0.2509368360042572,0.14389319717884064,0.06873518973588943,0.48641437292099,0.3834104835987091,157,clear_afternoon,2026-02-28T22:58:50.100916
1580,0.2588771730661392,0.4750596880912781,0.2199089080095291,0.18087266385555267,0.4854670763015747,0.38372063636779785,158,clear_afternoon,2026-02-28T22:59:04.787920
1590,0.38833287358283997,0.7019253969192505,0.2905595600605011,0.2321481704711914,0.4856334626674652,0.38452455401420593,159,overcast,2026-02-28T22:59:19.453887
1600,0.2777210821708043,0.3954126834869385,0.2363290786743164,0.16542518138885498,0.48744630813598633,0.3851165473461151,160,partly_cloudy,2026-02-28T22:59:34.128741
1610,0.23767998814582825,0.40863460302352905,0.2067428082227707,0.15434180200099945,0.48723769187927246,0.38594943284988403,161,overcast,2026-02-28T22:59:48.783039
1620,0.5576405425866444,0.7232637405395508,0.3892118036746979,0.4971034824848175,0.4866218566894531,0.3866059184074402,162,clear_afternoon,2026-02-28T23:00:03.469368
1630,0.43291500210762024,0.6232094764709473,0.33369603753089905,0.2924753427505493,0.48487088084220886,0.38933148980140686,163,partly_cloudy,2026-02-28T23:00:18.134085
1640,0.19268561402956647,0.3179084360599518,0.17248296737670898,0.11782122403383255,0.4838963449001312,0.3918484151363373,164,partly_cloudy,2026-02-28T23:00:32.802532
1650,0.48991076151529944,0.7527106404304504,0.3583456575870514,0.3250596225261688,0.4825783967971802,0.39334824681282043,165,clear_noon,2026-02-28T23:00:47.476894
1660,0.5354338685671488,0.8700793981552124,0.3579212725162506,0.31449753046035767,0.4815310835838318,0.3927876055240631,166,golden_hour,2026-02-28T23:01:02.159128
1670,0.28113052248954773,0.48371851444244385,0.2365025281906128,0.2631104588508606,0.4820018410682678,0.392841637134552,167,hazy,2026-02-28T23:01:16.818560
1680,0.17108365893363953,0.28879716992378235,0.1556713730096817,0.13876603543758392,0.48221302032470703,0.39263585209846497,168,partly_cloudy,2026-02-28T23:01:31.504945
1690,0.249242494503657,0.4650314748287201,0.21289193630218506,0.1929016262292862,0.482560932636261,0.3928307890892029,169,clear_noon,2026-02-28T23:01:46.167916
1700,0.36806189517180127,0.5647828578948975,0.29133275151252747,0.15965162217617035,0.48391294479370117,0.3925689160823822,170,clear_noon,2026-02-28T23:02:00.847284
1710,0.2796773413817088,0.4281271696090698,0.2387065887451172,0.13696950674057007,0.4854976534843445,0.39171046018600464,171,overcast,2026-02-28T23:02:15.538624
1720,0.25552382071812946,0.478740394115448,0.2127426713705063,0.1700226068496704,0.4857417047023773,0.3916698396205902,172,clear_afternoon,2026-02-28T23:02:30.221443
1730,0.2886026700337728,0.492725133895874,0.23718483746051788,0.1477162390947342,0.4854893684387207,0.3918885588645935,173,clear_afternoon,2026-02-28T23:02:44.882382
1740,0.25732949872811633,0.5227195620536804,0.21585507690906525,0.21524395048618317,0.48646795749664307,0.39200812578201294,174,clear_afternoon,2026-02-28T23:02:59.557551
1750,0.3607352077960968,0.6784543991088867,0.2722465693950653,0.3200851082801819,0.4859634041786194,0.393360435962677,175,overcast,2026-02-28T23:03:14.238927
1760,0.1690260718266169,0.31617432832717896,0.15045948326587677,0.1137835904955864,0.4880672097206116,0.3941856622695923,176,clear_afternoon,2026-02-28T23:03:28.907722
1770,0.3164870987335841,0.6270967721939087,0.24908705055713654,0.1683739572763443,0.49118274450302124,0.3944252133369446,177,golden_hour,2026-02-28T23:03:43.611745
1780,0.5363128781318665,0.8279858827590942,0.3517829477787018,0.22649458050727844,0.49280405044555664,0.3957182765007019,178,partly_cloudy,2026-02-28T23:03:58.253649
1790,0.2074400434891383,0.3991236984729767,0.18013042211532593,0.1540391445159912,0.4927101135253906,0.3971949517726898,179,hazy,2026-02-28T23:04:12.923877
1800,0.493950476249059,0.6679984331130981,0.3563990890979767,0.31632187962532043,0.49205219745635986,0.3971937894821167,180,clear_noon,2026-02-28T23:04:27.582918
1810,0.2337476511796316,0.3639499545097351,0.20355243980884552,0.14103911817073822,0.49250516295433044,0.3979821801185608,181,partly_cloudy,2026-02-28T23:04:42.283319
1820,0.17890879015127817,0.36871880292892456,0.1584259569644928,0.1173463836312294,0.4932476878166199,0.3973049521446228,182,overcast,2026-02-28T23:04:56.937548
1830,0.24956720570723212,0.39510980248451233,0.21390342712402344,0.1675235480070114,0.4932764768600464,0.39614322781562805,183,clear_noon,2026-02-28T23:05:11.636748
1840,0.27732592821121216,0.5621071457862854,0.22062049806118011,0.1464448869228363,0.49334853887557983,0.3965146243572235,184,clear_noon,2026-02-28T23:05:26.298388
1850,0.23802164693673453,0.37288323044776917,0.20557932555675507,0.17171679437160492,0.49302566051483154,0.3970545828342438,185,partly_cloudy,2026-02-28T23:05:40.991469
1860,0.3038674096266429,0.4935617446899414,0.24321089684963226,0.2530204653739929,0.4919772148132324,0.39528581500053406,186,clear_noon,2026-02-28T23:05:55.626160
1870,0.1989726722240448,0.39020267128944397,0.1760876625776291,0.13617372512817383,0.4904903173446655,0.39520782232284546,187,clear_afternoon,2026-02-28T23:06:10.295557
1880,0.21349805593490603,0.3236140012741089,0.18844915926456451,0.1310463845729828,0.48997458815574646,0.3951537609100342,188,partly_cloudy,2026-02-28T23:06:24.932761
1890,0.39303739865620935,0.6018840074539185,0.3026951551437378,0.21727034449577332,0.49027690291404724,0.39478737115859985,189,overcast,2026-02-28T23:06:39.622695
1900,0.19142509996891022,0.4388800859451294,0.16721779108047485,0.1186494305729866,0.4909142851829529,0.39472997188568115,190,clear_noon,2026-02-28T23:06:54.274258
1910,0.23906450470288595,0.5664075016975403,0.19831760227680206,0.14363910257816315,0.4927050769329071,0.39545878767967224,191,overcast,2026-02-28T23:07:08.968741
1920,0.10076138377189636,0.2628779113292694,0.09386873245239258,0.07834234088659286,0.49192237854003906,0.3964598774909973,192,hazy,2026-02-28T23:07:23.625640
1930,0.3392709493637085,0.4391922056674957,0.2744818329811096,0.23056325316429138,0.4915696978569031,0.39370080828666687,193,golden_hour,2026-02-28T23:07:38.276284
1940,0.18443247675895688,0.4107050597667694,0.15956048667430878,0.18224714696407318,0.4919854998588562,0.39235955476760864,194,hazy,2026-02-28T23:07:52.937902
1950,0.3888306220372518,0.7358513474464417,0.2827865481376648,0.2208663523197174,0.49245184659957886,0.392052561044693,195,clear_noon,2026-02-28T23:08:07.619251
1960,0.23846844832102457,0.5965529084205627,0.1963338851928711,0.14120373129844666,0.49195921421051025,0.39336737990379333,196,partly_cloudy,2026-02-28T23:08:22.281337
1970,0.3569840590159098,0.5858641266822815,0.2856214642524719,0.1780102401971817,0.4910927712917328,0.3948778510093689,197,clear_noon,2026-02-28T23:08:36.956793
1980,0.24518320461114246,0.41773322224617004,0.2079097032546997,0.18518584966659546,0.49080976843833923,0.3968968987464905,198,clear_afternoon,2026-02-28T23:08:51.633033
1990,0.3356407483418783,0.6005656719207764,0.2719457447528839,0.22806398570537567,0.4914744794368744,0.3989419639110565,199,partly_cloudy,2026-02-28T23:09:06.274340
